LRU序号,最后修改时间_AsiaShanghai,距审计日天数,类别,路径,大小_字节,治理状态,治理优先级,静态引用文件数,引用样例_最多3个,Last_materially_modified,建议治理动作,误删风险,说明
646,2026-07-31T13:53:29+08:00,3.72,测试,tests/test_buy_q90_same_date_validity_diagnostic.py,1243,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
647,2026-07-31T21:09:00+08:00,3.42,文档,research/families/f10_live_replay_attribution/docs/buy_q90_live_action_rate_transport_parity_v1_20260731.md,7293,受保护：历史/冻结证据,P3,0,,2026-07-31,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
648,2026-07-31T23:27:57+08:00,3.32,代码,live/orderbook/binance_usdm.py,21113,近期变更待观察,P4,6,data/README.md | live/ws_handler.py | research/families/f10_live_replay_attribution/docs/buy_q90_causal_visibility_clock_parity_v1_1_spec_20260731.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
649,2026-08-01T00:29:13+08:00,3.28,测试,tests/test_exchange_book_replay.py,24282,保留：回归/合同测试,P4,2,research/families/f10_live_replay_attribution/docs/buy_q90_causal_visibility_clock_parity_v1_1_spec_20260731.json | research/families/f10_live_replay_attribution/docs/buy_q90_causal_visibility_clock_parity_v1_spec_20260731.json,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,高,测试零静态引用属正常，不是删除证据
650,2026-08-01T00:46:59+08:00,3.27,测试,tests/test_dynamic_fill_hazard_live_shadow.py,10221,保留：回归/合同测试,P4,3,research/families/f10_live_replay_attribution/docs/buy_q90_causal_visibility_clock_parity_v1_1_spec_20260731.json | research/families/f10_live_replay_attribution/docs/buy_q90_causal_visibility_clock_parity_v1_spec_20260731.json | research/families/f10_live_replay_attribution/docs/buy_q90_dual_clock_terminal_routing_contract_v2_implementation_20260802.json,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,高,测试零静态引用属正常，不是删除证据
651,2026-08-01T01:49:30+08:00,3.23,文档,research/system_engineering/docs/aws_tokyo_binance_perp_btcusdc_latency_profile_20260725.md,889,近期变更待观察,P4,0,,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,中,近期修改不等于语义审计或 action 权限已经完成
652,2026-08-01T01:53:19+08:00,3.22,测试,tests/test_buy_q90_causal_visibility_clock_parity.py,2211,保留：回归/合同测试,P4,3,research/families/f10_live_replay_attribution/docs/buy_q90_causal_visibility_clock_parity_v1_1_spec_20260731.json | research/families/f10_live_replay_attribution/docs/buy_q90_causal_visibility_clock_parity_v1_spec_20260731.json | research/families/f10_live_replay_attribution/docs/buy_q90_dual_clock_terminal_routing_contract_v2_implementation_20260802.json,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,高,测试零静态引用属正常，不是删除证据
653,2026-08-01T01:56:15+08:00,3.22,冻结规范/登记表,research/families/f10_live_replay_attribution/docs/buy_q90_causal_visibility_clock_parity_v1_spec_20260731.json,11255,受保护：历史/冻结证据,P3,0,,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
654,2026-08-01T02:14:30+08:00,3.21,代码,research/families/f10_live_replay_attribution/audit/buy_q90_causal_visibility_clock_parity.py,28370,近期变更待观察,P4,2,research/families/f10_live_replay_attribution/docs/buy_q90_causal_visibility_clock_parity_v1_1_spec_20260731.json | research/families/f10_live_replay_attribution/docs/buy_q90_causal_visibility_clock_parity_v1_spec_20260731.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
655,2026-08-01T02:14:48+08:00,3.21,文档,research/families/f10_live_replay_attribution/docs/buy_q90_causal_visibility_clock_parity_v1_implementation_failure_20260731.md,1717,受保护：历史/冻结证据,P3,0,,2026-07-31,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
656,2026-08-01T02:16:26+08:00,3.21,冻结规范/登记表,research/families/f10_live_replay_attribution/docs/buy_q90_causal_visibility_clock_parity_v1_1_spec_20260731.json,11583,受保护：历史/冻结证据,P3,2,research/families/f10_live_replay_attribution/audit/buy_q90_causal_visibility_clock_parity.py | research/families/f10_live_replay_attribution/docs/buy_q90_terminal_hold_riskset_audit_v1_spec_20260801.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
657,2026-08-01T02:40:17+08:00,3.19,冻结规范/登记表,research/families/f10_live_replay_attribution/docs/buy_q90_causal_visibility_clock_parity_v1_1_denominator_errata_20260731.json,1781,受保护：历史/冻结证据,P3,0,,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
658,2026-08-01T02:40:18+08:00,3.19,文档,research/families/f10_live_replay_attribution/docs/buy_q90_causal_visibility_clock_parity_v1_1_development_20260731.md,4821,受保护：历史/冻结证据,P3,0,,2026-07-31,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
659,2026-08-01T03:19:52+08:00,3.16,代码,research/families/f10_live_replay_attribution/audit/buy_q90_terminal_hold_riskset_audit.py,23577,近期变更待观察,P4,1,research/families/f10_live_replay_attribution/docs/buy_q90_terminal_hold_riskset_audit_v1_spec_20260801.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
660,2026-08-01T03:20:41+08:00,3.16,测试,tests/test_buy_q90_terminal_hold_riskset_audit.py,3934,保留：回归/合同测试,P4,2,research/families/f10_live_replay_attribution/docs/buy_q90_dual_clock_terminal_routing_contract_v2_implementation_20260802.json | research/families/f10_live_replay_attribution/docs/buy_q90_terminal_hold_riskset_audit_v1_spec_20260801.json,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,高,测试零静态引用属正常，不是删除证据
661,2026-08-01T03:23:40+08:00,3.16,冻结规范/登记表,research/families/f10_live_replay_attribution/docs/buy_q90_terminal_hold_riskset_audit_v1_spec_20260801.json,5119,受保护：历史/冻结证据,P3,3,research/families/f10_live_replay_attribution/audit/buy_q90_terminal_hold_riskset_audit.py | research/families/f10_live_replay_attribution/docs/buy_q90_terminal_hold_riskset_audit_v1_development_20260801.md | research/registry.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
662,2026-08-01T03:25:52+08:00,3.16,文档,research/families/f10_live_replay_attribution/docs/buy_q90_terminal_hold_riskset_audit_v1_development_20260801.md,3978,受保护：历史/冻结证据,P3,3,research/families/f10_live_replay_attribution/docs/buy_q90_action_suspension_operational_release_v1_20260802.md | research/families/f10_live_replay_attribution/docs/live_240h_loss_solution_routing_v1_20260801.md | research/registry.json,2026-08-01,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
663,2026-08-01T03:42:38+08:00,3.15,文档,research/families/f10_live_replay_attribution/docs/live_240h_loss_solution_routing_v1_20260801.md,6697,受保护：历史/冻结证据,P3,4,research/families/f09_campaign_action_uplift/docs/multi_short_reducing_buy_aggression_v1_1_spec_20260801.json | research/families/f09_campaign_action_uplift/docs/multi_short_reducing_buy_aggression_v1_spec_20260801.json | research/families/f09_campaign_action_uplift/docs/sell_add_inventory_price_penalty_randomized_replay_v1_spec_20260801.json,2026-08-01,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
664,2026-08-01T03:42:38+08:00,3.15,文档,research/families/f09_campaign_action_uplift/docs/post_cooldown_incremental_inventory_budget_feasibility_v1_design.md,7603,受保护：历史/冻结证据,P3,0,,2026-08-01,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
665,2026-08-01T04:10:49+08:00,3.13,代码,cpp/narrowgate_cpp/streaming_features.hpp,12873,近期变更待观察,P4,3,cpp/README.md | cpp/narrowgate_cpp/bindings.cpp | cpp/narrowgate_cpp/streaming_features.cpp,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
666,2026-08-01T04:10:49+08:00,3.13,代码,cpp/narrowgate_cpp/streaming_features.cpp,29551,近期变更待观察,P4,8,cpp/README.md | research/families/f10_live_replay_attribution/docs/operational_baseline_identity_20260802.json | research/families/f10_live_replay_attribution/docs/operational_baseline_identity_20260802_v4.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
667,2026-08-01T04:32:57+08:00,3.11,代码,features/feature_engineer.py,101693,近期变更待观察,P4,16,.github/skills/mm-as-glft-ml-spread/SKILL.md | calendar_features.py | cpp/README.md,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
668,2026-08-01T04:34:19+08:00,3.11,测试,tests/test_repaired_unit_and_time_contracts.py,9884,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
669,2026-08-01T04:35:40+08:00,3.11,测试,tests/test_ml_feature_contract.py,7242,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
670,2026-08-01T05:11:31+08:00,3.09,代码,research/families/f09_campaign_action_uplift/audit/post_cooldown_incremental_inventory_budget_feasibility.py,50280,近期变更待观察,P4,8,research/families/f09_campaign_action_uplift/docs/cross_venue_fair_center_shift_randomized_replay_v1_1_spec_20260801.json | research/families/f09_campaign_action_uplift/docs/cross_venue_fair_center_shift_randomized_replay_v1_spec_20260801.json | research/families/f09_campaign_action_uplift/docs/multi_short_reducing_buy_aggression_v1_1_spec_20260801.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
671,2026-08-01T05:12:07+08:00,3.09,测试,tests/test_post_cooldown_incremental_inventory_budget_feasibility.py,12631,保留：回归/合同测试,P4,8,research/families/f09_campaign_action_uplift/docs/multi_short_reducing_buy_aggression_v1_1_spec_20260801.json | research/families/f09_campaign_action_uplift/docs/multi_short_reducing_buy_aggression_v1_spec_20260801.json | research/families/f09_campaign_action_uplift/docs/post_cooldown_incremental_inventory_budget_feasibility_v1_1_spec_20260731.json,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,高,测试零静态引用属正常，不是删除证据
672,2026-08-01T05:13:28+08:00,3.08,冻结规范/登记表,research/families/f09_campaign_action_uplift/docs/post_cooldown_incremental_inventory_budget_feasibility_v1_2_spec_20260801.json,13591,受保护：历史/冻结证据,P3,4,research/families/f09_campaign_action_uplift/docs/multi_short_reducing_buy_aggression_v1_1_spec_20260801.json | research/families/f09_campaign_action_uplift/docs/multi_short_reducing_buy_aggression_v1_spec_20260801.json | research/families/f09_campaign_action_uplift/docs/post_cooldown_incremental_inventory_budget_feasibility_v1_2_postrun_audit_20260801.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
673,2026-08-01T09:01:56+08:00,2.93,文档,research/families/f09_campaign_action_uplift/docs/post_cooldown_incremental_inventory_budget_feasibility_v1_2_development_20260801.md,5166,受保护：历史/冻结证据,P3,0,,2026-08-01,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
674,2026-08-01T09:01:56+08:00,2.93,冻结规范/登记表,research/families/f09_campaign_action_uplift/docs/post_cooldown_incremental_inventory_budget_feasibility_v1_2_postrun_audit_20260801.json,3054,受保护：历史/冻结证据,P3,3,research/families/f09_campaign_action_uplift/docs/multi_short_reducing_buy_aggression_v1_1_spec_20260801.json | research/families/f09_campaign_action_uplift/docs/multi_short_reducing_buy_aggression_v1_spec_20260801.json | research/families/f09_campaign_action_uplift/docs/sell_add_inventory_price_penalty_randomized_replay_v1_spec_20260801.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
